Nxtimesteps,Sum.of.wis,Variance.in.log.fitness
750,131.449165,0.062237729577996885
751,130.688756,0.066845521824972193
752,132.920226,0.066116870517600387
753,132.783149,0.057310845994220670
754,131.214944,0.058531709669951144
755,133.108644,0.066371289594713709
756,132.917093,0.059597467284804535
757,133.865368,0.063791802868186767
758,135.358982,0.065897230205727006
759,134.198245,0.063206639593764949
760,135.602545,0.063158101692866744
761,138.526061,0.066850843662354220
762,138.938420,0.064535425105796546
763,139.876134,0.056755134043708917
764,138.818554,0.056929896451129301
765,139.309555,0.055422272039948116
766,136.772489,0.062496840773768263
767,137.134927,0.057944335196938618
768,132.605052,0.054438241975366265
769,130.703493,0.057777180961633173
770,126.820767,0.058792752549781120
771,127.709580,0.062069462456828102
772,127.727383,0.063575576166650424
773,128.484585,0.067892587425055259
774,128.743920,0.066979633707989858
775,129.278103,0.068942219711577157
776,128.163447,0.069191469377863260
777,129.038442,0.069895975685645761
778,128.988321,0.068096421818273009
779,128.807234,0.072154173428331789
780,127.328661,0.064730360431495035
781,128.262049,0.068065004322099651
782,129.927225,0.067290268437337569
783,130.266593,0.063950355587293436
784,130.602635,0.060174983119648168
785,132.513988,0.060226104303578554
786,132.394793,0.064247618596809400
787,131.917631,0.062623087566832630
788,132.762413,0.059716008828469461
789,132.621416,0.061008537004020036
790,130.175596,0.061941774191975170
791,131.064211,0.068188874037004354
792,130.320088,0.063088944450958348
793,129.856132,0.064735031408706858
794,129.858850,0.059051363325457830
795,131.230672,0.057048597148693404
796,132.782485,0.057295624183418034
797,131.722019,0.058552842894890912
798,132.716701,0.063943168239913625
799,133.493565,0.064331551930202929
800,134.275812,0.063822832788163503
801,135.861975,0.061428713027638603
802,134.574798,0.057359665431124147
803,135.788119,0.057285517483293413
804,134.736657,0.066014083799487630
805,136.098801,0.062303682452547575
806,136.446132,0.063273061272942105
807,136.930808,0.061341997537311364
808,139.044887,0.068411128589565592
809,138.642716,0.061594504370864687
810,140.056364,0.062473466366427033
811,142.898796,0.061009433803762808
812,142.529187,0.055178034349748509
813,142.542188,0.056411273378707473
814,142.357331,0.058645900513405423
815,143.663470,0.055888251793422473
816,141.399659,0.061217882760208300
817,140.056026,0.061050413362087191
818,140.988274,0.059477311042929762
819,139.879111,0.061435405122635588
820,139.336858,0.063819809086186327
821,141.725193,0.056781275216852473
822,141.767299,0.061334731622604471
823,140.260703,0.060876418322955775
824,139.822506,0.057000705793162146
825,136.213010,0.059599606199619674
826,138.063944,0.070939293631575154
827,136.391907,0.067910135847960254
828,134.682314,0.062360393865785048
829,135.215881,0.058605011004169504
830,134.356597,0.058906171558437026
831,134.708105,0.058558627552293414
832,135.163031,0.057308243664335047
833,134.318346,0.060248987392684521
834,132.212167,0.061715450306285370
835,132.496972,0.064666563535569418
836,131.244356,0.067839939877110553
837,132.049472,0.068918336010724265
838,132.774979,0.068119082666653688
839,135.935063,0.068823614167312905
840,136.701445,0.064486225693209290
841,136.732093,0.065541566180718672
842,136.465888,0.060222249024600015
843,133.590140,0.061059646367267663
844,131.833941,0.060450830648417657
845,130.447124,0.058361339522675797
846,128.756903,0.062890558961516324
847,127.878515,0.067234860828437798
848,127.376547,0.061977706979863295
849,126.968089,0.066670660054741565
850,128.259983,0.064538793521130178
851,129.196332,0.064395157601294384
852,128.249595,0.066272934032163819
853,132.544687,0.067837077592635048
854,131.652055,0.061043730263669424
855,132.371542,0.060904766047065670
856,132.277260,0.061719926927745132
857,132.588664,0.053622519837146325
858,130.730082,0.059887521941134718
859,130.819351,0.059970245726786685
860,130.889595,0.059099875594404563
861,132.763573,0.063064062250169070
862,132.436264,0.061903850436411327
863,135.415883,0.067400961475944848
864,135.169070,0.068131403941175006
865,135.910607,0.069773083602900590
866,136.144233,0.061775939776825974
867,135.141867,0.062472292833810152
